Name ,Description,Genre,IG account,Username,Followers,Posts taken (last),Auto censored photos ,Percentage,from il 10/11 to 20/11,,,,,,,,,,,,,,,,,
,,,,,,,,,,"suspiramagazine,,photo,https://www.instagram.com/p/Bjo6g21lt_p,https://scontent-amt2-1.cdninstagram.com/v/t51.2885-15/e35/32503904_1323452001118268_3952838627926474752_n.jpg?_nc_ht=scontent-amt2-1.cdninstagram",.com&_nc_cat=108&oh=fa318,4fab,bf8af9853,917,8a990e57748&o,e=5E4,F81,"B5,1",5281,"93758,""0",05/06/2002,018 12:15,""",3,153,""Th",anks,so,much for having us @stackmagazines üôèüèºüñ§read the interview with our editor Valentina via the link in our bio | spread from our feature Waking Nightmares w/ illustrations by @lenamacka
,,,,,,,,,,‚Ä¢,,,,,,,,,,,,,,,,
,,,,,,,,,,‚Ä¢,,,,,,,,,,,,,,,,
,,,,,,,,,,‚Ä¢,,,,,,,,,,,,,,,,
,,,,,,,,,,Repost @stackmagazines,,,,,,,,,,,,,,,,
,,,,,,,,,,„Éª„Éª„Éª,,,,,,,,,,,,,,,,
,,,,,,,,,,"‚ÄúPersonally, I believe that real life is far scarier than fiction‚Äù @suspiramagazine brings a feminine lens to the horror genre, and we talk them about classic Hollywood designs, battling inner demons, and",werewolves üê∫üîÆ (bio,url),""",5389273",796,",Array,179494",17961,91,8090,"5,,",,,,,,,
,,,,,,,,,,"suspiramagazine,""whatdoyousee,iwantyourskull,ineedyourskull,darkinterior,homesweethell,horror,womenwholovehorror,suspiramagazine,dreadful"",photo,https://www.instagram.com/p/Bjifmk_lPBW,https://scontent-amt2-1.",cdninstagram.com/v/t51.28,85-1,5/e35/328,145,75_3984377006,31490,_81,8182,4798,7932006,4_n.jp,g?_nc_ht=,scontent-am,t2-1,.cdn,"instagram.com&_nc_cat=110&oh=c6a2597a143044652e15885b2871ea92&oe=5E6CE007,1527978322,""03-06-2018 00:25"",8,266,""üíÄüíÄüíÄ| via @homesweethell"
,,,,,,,,,,‚Ä¢,,,,,,,,,,,,,,,,
,,,,,,,,,,‚Ä¢,,,,,,,,,,,,,,,,
,,,,,,,,,,‚Ä¢,,,,,,,,,,,,,,,,
,,,,,,,,,,"#whatdoyousee #iwantyourskull #ineedyourskull #darkinterior #homesweethell #horror #womenwholovehorror #suspiramagazine #dreadful"",5389273796,Array,1793134592150270038,,",,,,,,,,,,,,,,,,
,,,,,,,,,,"suspiramagazine,""lesigh,thedoomgeneration,rosemcgowan,theworldsucks,currentmood,dontmesswithmyvibe,suspira,suspiramagazine,sigh,feels"",photo,https://www.instagram.com/p/Bjad4XaFjBc,https://scontent-amt2-1.cdni",nstagram.com/v/t51.2885-1,5/e3,5/3407848,0_1,5.45729E+12,5_738,216,6178,9295,73888_n.,jpg?_n,c_ht=scon,tent-amt2-1,.cdn,inst,"agram.com&_nc_cat=107&oh=1be76dfbc9d9efce139295a0b8433fdf&oe=5E699453,1527708984,""30-05-2018 21:36"",3,249,""#lesigh | via @80s_90s_00s"
,,,,,,,,,,‚Ä¢,,,,,,,,,,,,,,,,
,,,,,,,,,,‚Ä¢,,,,,,,,,,,,,,,,
,,,,,,,,,,‚Ä¢,,,,,,,,,,,,,,,,
,,,,,,,,,,"#thedoomgeneration #rosemcgowan #theworldsucks #currentmood #dontmesswithmyvibe #suspira #suspiramagazine #sigh #feels"",5389273796,Array,1790875218606436444,,",,,,,,,,,,,,,,,,
,,,,,,,,,,"suspiramagazine,""suspiramagazine,themonsterissue,iteatsyoualive,indiepublishing,dreadfulpress,horrormagazine,womenwholovehorror,womeninhorror,fiendclub,themisfits,weare138,crimsonghost,danzigforever"",photo,htt",ps://www.instagram.com/p/,BjH9,"berFCCq,h",ttp,s://scontent-,amt2-,1.c,dnin,stag,ram.com/,v/t51.,2885-15/e,35/32225422,_167,1580,"53951820_2722429423604203520_n.jpg?_nc_ht=scontent-amt2-1.cdninstagram.com&_nc_cat=104&oh=d505c725231485d8e8934d0b23af6370&oe=5E5151AA,1527087990,""23-05-2018 17:06"",1,171,""@magculture had a lovely chat with our editor and creative director Valentina about inspirations, work routines and obviously Suspira! ü¶áCheck it out! Link in bioüñ§üôèüèº"
,,,,,,,,,,‚Ä¢,,,,,,,,,,,,,,,,
,,,,,,,,,,‚Ä¢,,,,,,,,,,,,,,,,
,,,,,,,,,,‚Ä¢,,,,,,,,,,,,,,,,
,,,,,,,,,,"#suspiramagazine #themonsterissue #iteatsyoualive #indiepublishing #dreadfulpress #horrormagazine #womenwholovehorror #womeninhorror #fiendclub #themisfits #weare138 #crimsonghost #danzigforever"",5389273796,Ar","ray,1785665946473734314,,",,,,,,,,,,,,,,,
,,,,,,,,,,"suspiramagazine,""nocaptionneeded,enigma,womeninfilm,womeninhorror,suspiramagazine,horrormagazine,femininelens"",photo,https://www.instagram.com/p/BjFKdqkFKNs,https://scontent-amt2-1.cdninstagram.com/v/t51.2885-",15/e35/32343645_578868985,8086,71_820587,647,3202999296_n.,jpg?_,nc_,ht=s,cont,ent-amt2,#FIELD!,instagram,.com&_nc_ca,t=10,7&oh,"=8184bd80e3abc98a132ee094f0b6608a&oe=5E854A98,1526994160,""22-05-2018 15:02"",0,164,""#nocaptionneeded ‚ú®üî•‚ú®| via @womenandfilm"
,,,,,,,,,,‚Ä¢,,,,,,,,,,,,,,,,
,,,,,,,,,,‚Ä¢,,,,,,,,,,,,,,,,
,,,,,,,,,,‚Ä¢,,,,,,,,,,,,,,,,
,,,,,,,,,,"#enigma #womeninfilm #womeninhorror #suspiramagazine #horrormagazine #femininelens"",5389273796,Array,1784878846354695020,,",,,,,,,,,,,,,,,,
,,,,,,,,,,"suspiramagazine,""magmagmag18,independentmagazines,indiepublishing,popupstore,printisnotdead,suspiramagazine,dreadfulpress,newyorkcity,horrormagazine,horrorfiendsunite,nycxdesign"",photo,https://www.instagram.co","m/p/BjAOcDhFJq6,https://s",cont,ent-amt2-,1.c,dninstagram.c,om/v/,t51,.288,May-15,/e35/319,97213_,630383623,960595_8176,2139,8594,"7811840_n.jpg?_nc_ht=scontent-amt2-1.cdninstagram.com&_nc_cat=111&oh=cfb7c3c8d4eee06b343233a456da84a6&oe=5E6A5127,1526828472,""20-05-2018 17:01"",0,87,""New York friends and fiends, the amazing folk at @magculture have opened a pop-up store in collaboration with @vitsoe , carrying a rad selection of international indie magazines, including Suspiraü¶á‚ú® The shop is up until May 29th and they'll also be hosting a series of talks. Go pay them a visit! üñ§"
,,,,,,,,,,‚Ä¢,,,,,,,,,,,,,,,,
,,,,,,,,,,‚Ä¢,,,,,,,,,,,,,,,,
,,,,,,,,,,‚Ä¢,,,,,,,,,,,,,,,,
,,,,,,,,,,"#magmagmag18 #independentmagazines #indiepublishing #popupstore #printisnotdead #suspiramagazine #dreadfulpress #newyorkcity #horrormagazine #horrorfiendsunite #nycxdesign"",5389273796,Array,1783488953011444410",",,",,,,,,,,,,,,,,,
,,,,,,,,,,"suspiramagazine,""queenofdarkness,fetishfriday,blackandred,bloodreddreams,bloodsugarsexmagic,womenwholovehorror,suspiramagazine,womeninhorror,iconic,mommycanigooutandkilltonight"",photo,https://www.instagram.com","/p/Bi7quEkFDZx,https://sc",onte,nt-amt2-1,.cd,ninstagram.co,m/v/t,51.,2885,-15/,e35/3274,0056_2,120081801,556588_7337,2417,3154,"6480640_n.jpg?_nc_ht=scontent-amt2-1.cdninstagram.com&_nc_cat=100&oh=aa545151bb55e4aa72ea79bbe81c5770&oe=5E5131B7,1526675528,""18-05-2018 22:32"",2,199,""This üî•illustration of @creepyyeha by @amoonasaohin üôåüèΩüñ§"
,,,,,,,,,,‚Ä¢,,,,,,,,,,,,,,,,
,,,,,,,,,,‚Ä¢,,,,,,,,,,,,,,,,
,,,,,,,,,,‚Ä¢,,,,,,,,,,,,,,,,
,,,,,,,,,,"#queenofdarkness #fetishfriday #blackandred #bloodreddreams #bloodsugarsexmagic #womenwholovehorror #suspiramagazine #womeninhorror #iconic #mommycanigooutandkilltonight"",5389273796,Array,1782205961504831089,,",,,,,,,,,,,,,,,,
,,,,,,,,,,"suspiramagazine,""mood,currentmood,shadowself,whatsyourmask,suspiramagazine,womenwholovehorror,horrormagazine,womeninhorror"",photo,https://www.instagram.com/p/Bi5C2nhjvcH,https://scontent-amt2-1.cdninstagram.co",m/v/t51.2885-15/e35/32708,349_,842384545,968,227_300267308,47307,38,72_n,.jpg,?_nc_ht=,sconte,nt-amt2-1,.cdninstagr,am.c,om&_,"nc_cat=111&oh=68e8d306750433bb9da2f51d8c7fcc55&oe=5E6910DB,1526587517,""17-05-2018 22:05"",0,142,""#mood | via @the_thornn_birds"
,,,,,,,,,,‚Ä¢,,,,,,,,,,,,,,,,
,,,,,,,,,,‚Ä¢,,,,,,,,,,,,,,,,
,,,,,,,,,,‚Ä¢,,,,,,,,,,,,,,,,
,,,,,,,,,,"#currentmood #shadowself #whatsyourmask #suspiramagazine #womenwholovehorror #horrormagazine #womeninhorror"",5389273796,Array,1781467676985456391,,",,,,,,,,,,,,,,,,
,,,,,,,,,,"suspiramagazine,""foreverfeels,vampira,thevampirashow,mailanurmi,queenofdarkness,iconic,classichorror,matriarchoftheunderworld,womeninhorror,womenwholovehorror,inhorrorwetrust,suspiramagazine"",photo,https://www",.instagram.com/p/BiuisKXF,"Juf,",https://s,con,tent-amt2-1.c,dnins,tag,ram.,com/,v/t51.28,85-15/,e35/31463,462_2334880,5075,4967,"_5641395137629126656_n.jpg?_nc_ht=scontent-amt2-1.cdninstagram.com&_nc_cat=111&oh=b4876579753f43c5c9c63186f986e7e5&oe=5E5703D9,1526235110,""13-05-2018 20:11"",5,208,""#foreverfeels ü¶áüñ§"
,,,,,,,,,,‚Ä¢,,,,,,,,,,,,,,,,
,,,,,,,,,,‚Ä¢,,,,,,,,,,,,,,,,
,,,,,,,,,,‚Ä¢,,,,,,,,,,,,,,,,
,,,,,,,,,,"#vampira #thevampirashow #mailanurmi #queenofdarkness #iconic #classichorror #matriarchoftheunderworld #womeninhorror #womenwholovehorror #inhorrorwetrust #suspiramagazine"",5389273796,Array,1778511471220923295",",,",,,,,,,,,,,,,,,
,,,,,,,,,,"suspiramagazine,""truethat,therockyhorrorpictureshow,drfranknfurter,timcurry,mentalmindfuck,ohbabyicanmakeyouaman,thedoctorwillseeyounow,sigh,suspiramagazine,currentmood,forevermood"",photo,https://www.instagram",".com/p/BinBcK8FmKf,https:",//sc,ontent-am,t2-,1.cdninstagra,m.com,/v/,t51.,2885,-15/e35/,312557,46_250574,785508628_9,1481,1135,"9286706176_n.jpg?_nc_ht=scontent-amt2-1.cdninstagram.com&_nc_cat=100&oh=a1445e73ef6598b62b96be0b5feed051&oe=5E8C708B,1525982797,""10-05-2018 22:06"",0,203,""#truethat üëÖ"
,,,,,,,,,,‚Ä¢,,,,,,,,,,,,,,,,
,,,,,,,,,,‚Ä¢,,,,,,,,,,,,,,,,
,,,,,,,,,,‚Ä¢,,,,,,,,,,,,,,,,
,,,,,,,,,,"#therockyhorrorpictureshow #drfranknfurter #timcurry #mentalmindfuck #ohbabyicanmakeyouaman #thedoctorwillseeyounow #sigh #suspiramagazine #currentmood #forevermood"",5389273796,Array,1776394911958327967,,",,,,,,,,,,,,,,,,
,,,,,,,,,,"suspiramagazine,""cantlivewithcantlivewithout,readyforsummer,butalsodying,goingupinflames,sweeneytodd,timburton,helenabonhamcarter,johnnydepp,summergoth,horrorlover,gothsatthebeach"",photo,https://www.instagram.","com/p/Bib4ri6lGT0,https:/",/sco,ntent-amt,02-Jan,.cdninstagram,.com/,v/t,51.2,-885,15/e35/3,103612,6_1800856,006641697_7,9814,6215,"135936512_n.jpg?_nc_ht=scontent-amt2-1.cdninstagram.com&_nc_cat=101&oh=02c4531580e870c8d0753249174bec51&oe=5E57C7A2,1525609105,""06-05-2018 14:18"",5,245,""Who else has mixed feelings about this heat? | via @timburton_"
,,,,,,,,,,‚Ä¢,,,,,,,,,,,,,,,,
,,,,,,,,,,‚Ä¢,,,,,,,,,,,,,,,,
,,,,,,,,,,‚Ä¢,,,,,,,,,,,,,,,,
,,,,,,,,,,"#cantlivewithcantlivewithout #readyforsummer #butalsodying #goingupinflames #sweeneytodd #timburton #helenabonhamcarter #johnnydepp #summergoth #horrorlover #gothsatthebeach"",5389273796,Array,17732601613325693","32,,",,,,,,,,,,,,,,,
,,,,,,,,,,"suspiramagazine,""suspiramagazine,themonsterissue,indiepublishing,dreadfulpress,independentmagazines,horrormagazine,womeninhorror,womenwholovehorror,nothingcanstopherunmatchedfury"",photo,https://www.instagram.c","om/p/BiRv5KLlstT,https://",scon,tent-amt2,-1.,cdninstagram.,com/v,/t5,1.28,85-1,5/e35/31,128547,_43468880,0312057_560,2341,300,"71369728_n.jpg?_nc_ht=scontent-amt2-1.cdninstagram.com&_nc_cat=105&oh=4158120104de21732c1c2dec5c3d07ef&oe=5E4F1D36,1525268954,""02-05-2018 15:49"",0,106,""Magculture had some lovely things to say about our Monster Issue! Link via our FB page üôåüèΩüñ§ Thank you so much @magculture üôèüèº‚ú®"
,,,,,,,,,,‚Ä¢,,,,,,,,,,,,,,,,
,,,,,,,,,,‚Ä¢,,,,,,,,,,,,,,,,
,,,,,,,,,,‚Ä¢,,,,,,,,,,,,,,,,
,,,,,,,,,,"#suspiramagazine #themonsterissue #indiepublishing #dreadfulpress #independentmagazines #horrormagazine #womeninhorror #womenwholovehorror #nothingcanstopherunmatchedfury"",5389273796,Array,1770406764661361491,",",",,,,,,,,,,,,,,,
,,,,,,,,,,"suspiramagazine,""netherworld,beetlejuicebeetlejuicebeetlejuice,lydiadeetz,escapism,mytypeofzen,womeninhorror,womenwholovehorror,monsterlove,deadlylove,quicklytravelingtotheunderworld"",video,https://www.instagr","am.com/p/BiQAJAElius,http",s://,scontent-,amt,2-1.cdninstag,ram.c,om/,v/t5,1.28,85-15/e1,May-16,3032_1694,5308733984,5_53,2402,"7780650762240_n.jpg?_nc_ht=scontent-amt2-1.cdninstagram.com&_nc_cat=109&oh=bc5a2fa1ebc8cf432963d43a80108784&oe=5DD6ACB3,1525210833,""01-05-2018 23:40"",3,165,""What you really mean when you say you‚Äôre having a quiet evening to yourself...ü¶áüï∏üï∑"
,,,,,,,,,,‚Ä¢,,,,,,,,,,,,,,,,
,,,,,,,,,,‚Ä¢,,,,,,,,,,,,,,,,
,,,,,,,,,,‚Ä¢,,,,,,,,,,,,,,,,
,,,,,,,,,,"#netherworld #beetlejuicebeetlejuicebeetlejuice #lydiadeetz #escapism #mytypeofzen #womeninhorror #womenwholovehorror #monsterlove #deadlylove #quicklytravelingtotheunderworld"",5389273796,Array,176991527210884","5996,,",,,,,,,,,,,,,,,
,,,,,,,,,,"suspiramagazine,""same,sherides,sheisthenight,satanicpanic,horrorfiend,realityisscarierthanfiction"",photo,https://www.instagram.com/p/BiKz8lNFkY2,https://scontent-amt2-1.cdninstagram.com/v/t51.2885-15/e35/30829",549_167667274068163_14486,6615,797114470,4_n,.jpg?_nc_ht=s,conte,nt-,amt2,#FIELD!,dninstag,ram.co,m&_nc_cat,=107&oh=1ed,daaa,0b18,"21abb8e2207f72ae6988c&oe=5E4B44E2,1525036198,""29-04-2018 23:09"",3,165,""#same | via @crucifxcks"
,,,,,,,,,,‚Ä¢,,,,,,,,,,,,,,,,
,,,,,,,,,,‚Ä¢,,,,,,,,,,,,,,,,
,,,,,,,,,,‚Ä¢,,,,,,,,,,,,,,,,
,,,,,,,,,,"#sherides #sheisthenight #satanicpanic #horrorfiend #realityisscarierthanfiction"",5389273796,Array,1768454267185022518,,",,,,,,,,,,,,,,,,
,,,,,,,,,,"suspiramagazine,""frightnight,youcanrunbutyoucanthide,itsthenightofthevampire,rokyerickson,tune,iwantyourskull,comeoutcomeoutwhereveryouare,womenwholovehorror,womeninhorror,suspiramagazine,itmeanssigh"",photo,ht",tps://www.instagram.com/p,/BiF,"gACNlRNw,",htt,ps://scontent,0,-1.,cdni,nsta,gram.com,/v/t51,.2885-15/,e35/3084146,5_17,225,"263802357_4019403195016019968_n.jpg?_nc_ht=scontent-amt2-1.cdninstagram.com&_nc_cat=105&oh=89604d3841b61cd9827b85e17c4a74b3&oe=5E83F409,1524857968,""27-04-2018 21:39"",0,148,""#frightnight ...finallyüíÄ| by @beebosloth"
,,,,,,,,,,‚Ä¢,,,,,,,,,,,,,,,,
,,,,,,,,,,‚Ä¢,,,,,,,,,,,,,,,,
,,,,,,,,,,‚Ä¢,,,,,,,,,,,,,,,,
,,,,,,,,,,"#youcanrunbutyoucanthide #itsthenightofthevampire #rokyerickson #tune #iwantyourskull #comeoutcomeoutwhereveryouare #womenwholovehorror #womeninhorror #suspiramagazine #itmeanssigh"",5389273796,Array,1766959168","676500336,,",,,,,,,,,,,,,,,
,,,,,,,,,,"suspiramagazine,""countorloksnightmaregallery,nightmaregallery,tbt,famousmonsters,themonsterissue,monsterloverlover,monsterlove,herecomedead,monstermuseum,horrormuseum,womenwholovehorror,womeninhorror,suspirama","gazine,horrorbusiness,gho",ulsn,"ightout"",",pho,"to,https://ww",w.ins,tag,ram.,com/,p/BiCvLS,"qFH_V,",https://s,content-amt,2-1.,cdni,"nstagram.com/v/t51.2885-15/e35/30604080_189355745033733_6701099694245806080_n.jpg?_nc_ht=scontent-amt2-1.cdninstagram.com&_nc_cat=109&oh=472770674b64aa66ff8cdf4b89fa07b9&oe=5E4ED742,1524765262,""26-04-2018 19:54"",0,167,""That time we were in Salem and visted @countorloksnightmaregallery üíÄüñ§ w/ @sabatmagazine"
,,,,,,,,,,‚Ä¢,,,,,,,,,,,,,,,,
,,,,,,,,,,‚Ä¢,,,,,,,,,,,,,,,,
,,,,,,,,,,‚Ä¢,,,,,,,,,,,,,,,,
,,,,,,,,,,#countorloksnightmaregallery #nightmaregallery #tbt #famousmonsters #themonsterissue #monsterloverlover #monsterlove #herecomedead #monstermuseum #horrormuseum #womenwholovehorror #womeninhorror #suspiramagazi,ne #horrorbusiness #ghoul,snig,"htout"",53",892,"73796,Array,1",76618,148,8016,2610,"77,,",,,,,,
,,,,,,,,,,"suspiramagazine,""thedoomgeneration,90s,sexviolencewhatever,bloodsugarsexmagic,kissandkill,mood,feels,readyforrampage,damagedgoods,suspiramagazine,hitmebabyonemoretime"",photo,https://www.instagram.com/p/Bh95hMX","lSCY,https://scontent-amt",2-1.,cdninstag,ram,.com/v/t51.28,85-15,/e3,May-30,5915,84_19116,529160,7114_7482,41447800956,5184,_n.j,"pg?_nc_ht=scontent-amt2-1.cdninstagram.com&_nc_cat=106&oh=771ab937855ce30808169e257c2bb7c4&oe=5E69F298,1524602912,""24-04-2018 22:48"",2,210,""MhhhhhüëÑ"
,,,,,,,,,,‚Ä¢,,,,,,,,,,,,,,,,
,,,,,,,,,,‚Ä¢,,,,,,,,,,,,,,,,
,,,,,,,,,,‚Ä¢,,,,,,,,,,,,,,,,
,,,,,,,,,,"#thedoomgeneration #90s #sexviolencewhatever #bloodsugarsexmagic #kissandkill #mood #feels #readyforrampage #damagedgoods #suspiramagazine #hitmebabyonemoretime"",5389273796,Array,1764819598673518744,,",,,,,,,,,,,,,,,,
,,,,,,,,,,"suspiramagazine,""annagarforth,killerclowns,thefaceoffear,clowns,caulrophobia,ahscult,it,stephenking,publicpanic,masshisteria,bozotheclown,womeninhorror,womenwholovehorror,pennywise,pennywisethedancingclown,twi","stytheclown,horrorwriting",",goo","dread,hor",ror,"magazine,horr",orlov,ers,",sus",pira,magazine,",indie",publishin,"g,dreadfulp",ress,""",ph","oto,https://www.instagram.com/p/BhzE3eUlKSb,https://scontent-amt2-1.cdninstagram.com/v/t51.2885-15/e35/30084995_440144309757303_6017876745137422336_n.jpg?_nc_ht=scontent-amt2-1.cdninstagram.com&_nc_cat=103&oh=acc021d34f06b1e1faf3bb31ab1d0a63&oe=5E524860,1524239763,""20-04-2018 17:56"",5,110,""Spread from @anya_writes amazing feature The Face of Fear on clowns and exactly why they scare the bejeezus out of us to the point of mass hysteria! Including incredible set design and photography by #annagarforth üî™ü§°"
,,,,,,,,,,‚Ä¢,,,,,,,,,,,,,,,,
,,,,,,,,,,‚Ä¢,,,,,,,,,,,,,,,,
,,,,,,,,,,‚Ä¢,,,,,,,,,,,,,,,,
,,,,,,,,,,#killerclowns #thefaceoffear #clowns #caulrophobia #ahscult #it #stephenking #publicpanic #masshisteria #bozotheclown #womeninhorror #womenwholovehorror #pennywise #pennywisethedancingclown #twistytheclown #ho,rrorwriting #goodread #ho,rror,magazine,#ho,rrorlovers #s,uspir,ama,gazi,ne #,indiepub,lishin,g #dreadf,"ulpress"",53",8927,3796,",Array,1761773283546801307,,"
,,,,,,,,,,"suspiramagazine,""suspiraii,thefetishissue,submissions,lookingforcontributors,fetish,santanicopandemonium,salmahayek,kisa,esmeralda,bloodsugarsexmagic,tempress,womenwholovehorror,kissofdeath,deadbutdelicious,su","spiramagazine"",photo,http",s://,www.insta,gra,m.com/p/BhtpP,73l68,"I,h",ttps,://s,content-,amt2-1,.cdninsta,gram.com/v/,t51.,2885,"-15/e35/30085405_207265236715232_1916165797588238336_n.jpg?_nc_ht=scontent-amt2-1.cdninstagram.com&_nc_cat=108&oh=a407d17d96722d8475dad224b8c7c2f2&oe=5E4F20C0,1524057511,""18-04-2018 15:18"",10,235,""Suspira II is in the works and we‚Äôre looking for contrib"
,,,,,,,,,,‚Ä¢,,,,,,,,,,,,,,,,
,,,,,,,,,,"The theme of the upcoming issue is Fetish and the sweet spot where horror and sex meet. Same as our current Monster Issue, we are keen to have The Fetish Issue explore the topic of sex, sensuality and fetishes",from all angles. Channel,ing,"Vampira,",San,tanico Pandem,onium,", T",ura,Sata,na and a,ll the,badass t,emptresses,üî•H,ere,"we‚Äôll be looking at art, cinema, literature, fashion and iconic characters as well as real life stories and experiences, taboos and the psychology behind them. Sexy, sassy, humorous and critical ‚Äì we want to open up the topic and dig deep. Come dig deep with us!üî•contact us via info@suspiramagazine.com"
,,,,,,,,,,‚Ä¢,,,,,,,,,,,,,,,,
,,,,,,,,,,‚Ä¢,,,,,,,,,,,,,,,,
,,,,,,,,,,‚Ä¢,,,,,,,,,,,,,,,,
,,,,,,,,,,#suspiraII #thefetishissue #submissions #lookingforcontributors #fetish #santanicopandemonium #salmahayek #kisa #esmeralda #bloodsugarsexmagic #tempress #womenwholovehorror #kissofdeath #deadbutdelicious #susp,"iramagazine"",5389273796,A",rray,0.17602444,443,"54293512,,",,,,,,,,,,,
,,,,,,,,,,"suspiramagazine,""same,deadbutdelicious,whatwedointheshadows,vlad,vampire,vampirestyle,ilovethemwhentheyaredead,bloodsugarsexmagic,isitfridayyet,sos,mood,currentmood,forevermood,horror,monster,monsterfilm,women","wholovehorror,suspiramaga",zine,""",photo,h",ttp,s://www.insta,gram.,com,/p/B,hr7k,"xul1dG,h",ttps:/,/scontent,#FIELD!,inst,agra,"m.com/v/t51.2885-15/e35/30078848_948840928616076_601914442191470592_n.jpg?_nc_ht=scontent-amt2-1.cdninstagram.com&_nc_cat=100&oh=19fc37eb66abb3e623c4b87646ed5551&oe=5E6D6985,1524000010,""17-04-2018 23:20"",8,370,""#same | via @serialkillershop"
,,,,,,,,,,‚Ä¢,,,,,,,,,,,,,,,,
,,,,,,,,,,‚Ä¢,,,,,,,,,,,,,,,,
,,,,,,,,,,‚Ä¢,,,,,,,,,,,,,,,,
,,,,,,,,,,#deadbutdelicious #whatwedointheshadows #vlad #vampire #vampirestyle #ilovethemwhentheyaredead #bloodsugarsexmagic #isitfridayyet #sos #mood #currentmood #forevermood #horror #monster #monsterfilm #womenwholov,"ehorror #suspiramagazine""",0.538,"9273796,A",rra,"y,17597620914",58647,878,",,",,,,,,,,
,,,,,,,,,,"suspiramagazine,""accurate,alittlesacrificeneverhurtnobody,ohhaisatan,bloodsugarsexmagic,notintovolvos,livingourbestlifes,horror,womenwholovehorror,amidemon,777,iwantyourskullineedyourskull,killemall,suspiramag","azine"",photo,https://www.",inst,agram.com,/p/,"Bhe98sYlvRI,h",ttps:,//s,cont,ent-,amt2-1.c,dninst,agram.com,/v/t51.2885,-15/,e35/,"30077091_358748944625696_502077716942553088_n.jpg?_nc_ht=scontent-amt2-1.cdninstagram.com&_nc_cat=108&oh=b6e66d1c461c75f9b43a345358afeab1&oe=5E8809AA,1523565047,""12-04-2018 22:30"",10,242,""#accurate üëåüèº| via @dressedtokillyou"
,,,,,,,,,,‚Ä¢,,,,,,,,,,,,,,,,
,,,,,,,,,,‚Ä¢,,,,,,,,,,,,,,,,
,,,,,,,,,,‚Ä¢,,,,,,,,,,,,,,,,
,,,,,,,,,,"#alittlesacrificeneverhurtnobody #ohhaisatan #bloodsugarsexmagic #notintovolvos #livingourbestlifes #horror #womenwholovehorror #amidemon #777 #iwantyourskullineedyourskull #killemall #suspiramagazine"",5389273","796,Array,175611335638404",8,",,",,,,,,,,,,,,,
,,,,,,,,,,"suspiramagazine,""comingsoon,sabatmagazine,tarotdeck,soontocome,witchesofinstagram,witchisonfire,dreadfulpress,indiepublisher,sistersister"",video,https://www.instagram.com/p/BhbryyLFvD3,https://scontent-amt2-1.",cdninstagram.com/v/t51.28,85-1,5/e15/297,369,83_2205467529,73879,0_4,2651,4142,81888727,04_n.j,pg?_nc_ht,#NAME?,mt2-,1.cd,"ninstagram.com&_nc_cat=110&oh=fbca8d5565bcb17a509cdd27c65954a4&oe=5DD6948A,1523455060,""11-04-2018 15:57"",12,127,""So excited for @sabatmagazine tarot deck!üî• #comingsoon @elisaseitzinger"
,,,,,,,,,,‚Ä¢,,,,,,,,,,,,,,,,
,,,,,,,,,,‚Ä¢,,,,,,,,,,,,,,,,
,,,,,,,,,,‚Ä¢,,,,,,,,,,,,,,,,
,,,,,,,,,,"#sabatmagazine #tarotdeck #soontocome #witchesofinstagram #witchisonfire #dreadfulpress #indiepublisher #sistersister"",5389273796,Array,1755189085637898487,,",,,,,,,,,,,,,,,,
,,,,,,,,,,"suspiramagazine,""sigh,daria,alwaysandforever,whatevenislife,doomandgloom,ifyouknowyouknow,90s,icon,spiritanimal,suspira,currentmood,strongfeels"",photo,https://www.instagram.com/p/BhZ86VvlonU,https://scontent-a",mt2-1.cdninstagram.com/v/,t51.,2885-15/e,35/,29737749_9626,96403,890,283_,4151,66942302,70374,4_n.jpg?_,nc_ht=scont,ent-,amt2,"-1.cdninstagram.com&_nc_cat=103&oh=b022212339b5fdd28082ca8b39089a84&oe=5E51BA40,1523396731,""10-04-2018 23:45"",3,165,""#sigh | via @80s_90s_00s"
,,,,,,,,,,‚Ä¢,,,,,,,,,,,,,,,,
,,,,,,,,,,‚Ä¢,,,,,,,,,,,,,,,,
,,,,,,,,,,‚Ä¢,,,,,,,,,,,,,,,,
,,,,,,,,,,"#daria #alwaysandforever #whatevenislife #doomandgloom #ifyouknowyouknow #90s #icon #spiritanimal #suspira #currentmood #strongfeels"",5389273796,Array,1754701421704808916,,",,,,,,,,,,,,,,,,
,,,,,,,,,,"suspiramagazine,""monstermonster,vintagehorror,vintagemonstermasks,monstermasks,classichorror,classicmonsters,famousmonsters,crimsonghost,fiendclub,thecollector,horrorfan,aficionadoofthemacabre,themonsterissue,","suspiramagazine"",photo,ht",tps:,//www.ins,tag,ram.com/p/BhX,aPSpD,WLQ,",htt",ps:/,/sconten,t-amt2,#FIELD!,tagram.com/,v/t5,1.28,"85-15/e35/30076245_371412206678003_8272509656690065408_n.jpg?_nc_ht=scontent-amt2-1.cdninstagram.com&_nc_cat=111&oh=f764d97a729bf057207e69266653b1f5&oe=5E6D162A,1523311444,""10-04-2018 00:04"",2,102,""Launch party snap of our interview with Rudy Munis of @crimsonghostmaskroom alongside some awesome photography of his impressive vintage monster mask collectionüëåüèºüíÄüñ§check it out in our Monster Issue! üì∏ @the_boudoir"
